Timestamp,"I use my own vehicle (car, bike) to travel in Kathmandu Valley.","I use public transportation (bus, micro bus, tempos) to travel in Kathmandu Valley.","I use school bus, van or office vehicle to travel in Kathmandu Valley.",I use taxi services to travel in Kathmandu Valley.,"I use ride hailing services like Pathao, Sarathi etc to travel in Kathmandu Valley.",I use my family member’s /friend’s/colleague’s bike or car to travel in Kathmandu Valley.,"I am comfortable driving in Kathmandu valley (Pot holes, stray animals, traffic).",My monthly budget includes taxi or ride hailing services usage when required.,It usually takes longer than expected to reach a destination in public transportation,More number of public vehicles are required for early mornings.,More number of public vehicles are required for late evenings.,Public transportation in Kathmandu Valley is overcrowded.,Overcrowding in public transport may be taken by some as an opportunity for sexual harassment.,"I am aware of ride hailing services like Pathao, Sarathi in Kathmandu Valley.",Cleanliness of ride hailing utility services like Pathao and Sarathi would determine whether I will use the service again.,I find drivers in taxis polite and well behaved.,I find drivers engaging in unnecessary casual conversations while providing service.,Driver with good communication skills is important for ride hailing services. ,I would like to select the gender of the driver for taxi or ride hailing service.,I prefer a female driver for taxi or ride hailing service if available.,"Taxi / Ride hailing (Sarathi, Pathao) waiting time needs to be less than 10 minutes.",Current fare in ride hailing services is reasonable.,Best route is taken by taxis to avoid traffic and achieve time efficiency.,"It is reasonable to charge extra fare during festivals (Dashain, Tihar) - Surge Pricing	",I negotiate with the driver while taking taxi services.,Nepal Meter Taxi Association regulation may be violated in taxi meters. ,I feel safe to travel using taxi services taxis during daytime.,I feel safe to travel using taxi services during nighttime.,"I feel safe to travel using ride hailing services  (Sarathi, Pathao) during daytime.","I feel safe to travel using taxi or ride hailing services (Sarathi, Pathao) during night-time. ",I take taxi or ride hailing services when travelling with family or kids.,I don’t mind spending extra on transport during  gatherings and parties that go till late night and involves social drinking.,I will check the rating of riders before taking service in a ride hailing application. ,I will report the feedback of my experience on ridehailing application.,I have contacted the traffic police to report breach of law in transportation services.,"Drivers in ride hailing services (Sarathi, Pathao) should be experienced.","Ride hailing services (Sarathi, Pathao) need to conduct background check of drivers. ",I have internet and mobile phone to use a mobile application for transportation.,I have the necessary knowledge to use a mobile application for transportation.,I can get general guidance and help from others when using mobile applications.,"I can only book ride hailing service (Sarathi, Pathao) through a phone call. ",I trust online digital wallet (eSewa) to use it for ride hailing services payment. ,I don’t mind trying out new applications.	,I will use the ride hailing applications even when there are no promotional offers. ,Gender,Age,Occupation,Marital Status,Income (per annum)
1/12/2020 19:49:51,Never,Always,Never,Occasionally,Occasionally,Occasionally,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Female,23,Service,Single,"2,40,001 - 4,80,000"
1/12/2020 22:22:19,Always,Occasionally,Never,Occasionally,Occasionally,Rarely,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Female,29,Service,Married,"> 8, 40, 000"
1/12/2020 22:24:58,Never,Always,Never,Occasionally,Never,Rarely,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Female,23,Service,Single,"0 - 2,40,000"
1/12/2020 22:37:34,Always,Rarely,Never,Rarely,Never,Occasionally,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Female,23,Service,Single,"4,80,001 - 8,40,000"
1/12/2020 22:46:12,Always,Occasionally,Never,Occasionally,Rarely,Occasionally,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Female,39,Service,Married,"> 8, 40, 000"
1/12/2020 22:49:12,Frequently,Occasionally,Never,Occasionally,Occasionally,Rarely,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Female,26,Service,Single,"4,80,001 - 8,40,000"
1/12/2020 22:52:04,Occasionally,Frequently,Never,Occasionally,Occasionally,Frequently,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Female,29,Service,Married,"2,40,001 - 4,80,000"
1/12/2020 22:54:20,Never,Occasionally,Occasionally,Rarely,Never,Frequently,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,20,Student,Single,Not Applicable
1/12/2020 22:56:38,Never,Always,Never,Occasionally,Rarely,Never,Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Female,23,Student,Single,"2,40,001 - 4,80,000"
1/12/2020 22:59:24,Never,Frequently,Never,Occasionally,Never,Occasionally,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Female,22,Service,Single,"2,40,001 - 4,80,000"
1/13/2020 11:37:02,Rarely,Frequently,Frequently,Frequently,Frequently,Rarely,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,27,Student,Single,Not Applicable
1/13/2020 11:41:16,Always,Occasionally,Always,Always,Frequently,Rarely,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Female,29,Student,Single,Not Applicable
1/13/2020 11:47:04,Frequently,Occasionally,Never,Rarely,Rarely,Rarely,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,60,Homemaker,Married,Not Applicable
1/13/2020 11:51:15,Frequently,Occasionally,Never,Rarely,Rarely,Rarely,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,58,Homemaker,Married,Not Applicable
1/13/2020 11:54:30,Frequently,Rarely,Rarely,Frequently,Rarely,Frequently,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,56,Homemaker,Married,Not Applicable
1/13/2020 15:36:39,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Female,32,Student,Married,"0 - 2,40,000"
1/13/2020 15:43:57,Frequently,Frequently,Never,Frequently,Frequently,Always,Disagree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Female,31,Homemaker,Married,"> 8, 40, 000"
1/13/2020 15:46:56,Occasionally,Frequently,Rarely,Frequently,Frequently,Frequently,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Female,30,Student,Married,"0 - 2,40,000"
1/13/2020 21:11:26,Never,Always,Never,Always,Never,Always,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Female,31,Homemaker,Married,Not Applicable
1/14/2020 9:37:48,Occasionally,Occasionally,Never,Occasionally,Frequently,Frequently,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Female,30,Student,Married,"0 - 2,40,000"
1/14/2020 9:43:24,Frequently,Always,Rarely,Always,Rarely,Frequently,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Female,29,Student,Married,"0 - 2,40,000"
1/14/2020 9:47:52,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Always,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Female,28,Homemaker,Married,"0 - 2,40,000"
1/14/2020 10:02:04,Frequently,Frequently,Occasionally,Frequently,Frequently,Frequently,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Female,36,Homemaker,Married,Not Applicable
1/14/2020 10:13:43,Frequently,Frequently,Occasionally,Frequently,Frequently,Frequently,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Female,34,Homemaker,Married,Not Applicable
1/14/2020 12:00:24,Frequently,Occasionally,Never,Rarely,Never,Occasionally,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Female,64,Retired,Single,"4,80,001 - 8,40,000"
1/14/2020 12:03:29,Never,Frequently,Frequently,Rarely,Occasionally,Occasionally,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Others,17,Student,Other,Not Applicable
1/14/2020 12:07:14,Never,Frequently,Frequently,Occasionally,Occasionally,Frequently,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Female,68,Homemaker,Single,"4,80,001 - 8,40,000"
1/14/2020 12:09:58,Never,Frequently,Always,Occasionally,Frequently,Frequently,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Female,67,Homemaker,Married,"2,40,001 - 4,80,000"
1/14/2020 12:11:59,Never,Frequently,Always,Frequently,Frequently,Occasionally,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,67,Retired,Single,"> 8, 40, 000"
1/14/2020 12:15:27,Frequently,Frequently,Never,Never,Never,Occasionally,Strongly Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Female,66,Retired,Single,Not Applicable
1/14/2020 12:18:00,Occasionally,Frequently,Frequently,Always,Never,Rarely,Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Female,65,Retired,Single,Not Applicable
1/14/2020 12:20:20,Rarely,Always,Occasionally,Rarely,Never,Occasionally,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,68,Service,Single,"> 8, 40, 000"
1/14/2020 12:24:08,Rarely,Always,Occasionally,Frequently,Frequently,Occasionally,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,69,Service,Single,"2,40,001 - 4,80,000"
1/14/2020 12:26:58,Occasionally,Always,Rarely,Occasionally,Frequently,Rarely,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Female,65,Homemaker,Married,"0 - 2,40,000"
1/14/2020 12:29:52,Never,Occasionally,Frequently,Frequently,Rarely,Frequently,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Female,67,Service,Married,"4,80,001 - 8,40,000"
1/14/2020 12:36:13,Frequently,Occasionally,Rarely,Rarely,Occasionally,Always,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Female,67,Retired,Married,"> 8, 40, 000"
1/14/2020 12:38:44,Frequently,Frequently,Always,Frequently,Never,Occasionally,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Female,71,Retired,Single,"2,40,001 - 4,80,000"
